username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
christophermm66;2015-09-02 16:55;0;1;"@HOLYCHILD @HOBOrlando a few impressions, #yeees !! #cantwait !! if you need me at #soundcheck i will #travel earlier!!";Florida, USA;@HOLYCHILD @HOBOrlando;#yeees #cantwait #soundcheck #travel;"639225203222933504";https://twitter.com/christophermm66/status/639225203222933504
NYC_Hamilton;2015-09-02 16:54;1;1;"My awesome friend @AllawHaleemah doing her magic for the @NYC_Hamilton painting. #excited #can ' twait @ymcahbb";;@AllawHaleemah @NYC_Hamilton @ymcahbb;#excited #can;"639224883621285888";https://twitter.com/NYC_Hamilton/status/639224883621285888
Brontex33;2015-09-02 16:54;0;0;"ITS SO LITTT #CANTWAIT";Sayreville, NJ;;#CANTWAIT;"639224789987667970";https://twitter.com/Brontex33/status/639224789987667970
QueenJelica;2015-09-02 16:51;0;0;"Dinner is done, kitchen is spotless, getting my babies ready for bed, then study before hubby gets home. Whew! #cantwait";;;#cantwait;"639224249157332992";https://twitter.com/QueenJelica/status/639224249157332992
panda_mommy_13;2015-09-03 16:59;0;0;"Going on vacation in 2 weeks! #excited #cantwait #pigeonforge";;;#excited #cantwait #pigeonforge;"639588533074853888";https://twitter.com/panda_mommy_13/status/639588533074853888
GalleriaDallas;2015-09-03 16:59;0;1;"@BigD_Korinna they reopen in November! #cantwait";;@BigD_Korinna;#cantwait;"639588508294733824";https://twitter.com/GalleriaDallas/status/639588508294733824
jbrownfield14;2015-09-03 16:57;0;0;"T-minus 33 minutes #letsgo #cantwait";;;#letsgo #cantwait;"639588131252142080";https://twitter.com/jbrownfield14/status/639588131252142080
BLeggio;2015-09-03 16:56;0;1;"@JacqAttaque So am I going to get to meet you along with @JillHennessy @TheCuttingRoom ? I hope so! So far, my schedule is good! #Can ' tWait";;@JacqAttaque @JillHennessy @TheCuttingRoom;#Can;"639587818382094336";https://twitter.com/BLeggio/status/639587818382094336
KaPowFilmFest;2015-09-03 16:56;2;5;"@WolfMotherMovie #LookingGood #cantwait to see how this #Flick turns out #KeepItUp looks intense #Filmmakers #indiefilm";;@WolfMotherMovie;#LookingGood #cantwait #Flick #KeepItUp #Filmmakers #indiefilm;"639587679449931776";https://twitter.com/KaPowFilmFest/status/639587679449931776
15SmitJ;2015-09-03 16:55;2;0;"In less than 24 hours I will be at the fair hanging with friends #cantwait";;;#cantwait;"639587524306972672";https://twitter.com/15SmitJ/status/639587524306972672
HiltonHillersdt;2015-09-03 16:54;0;0;"More Crimson Peak 😊 #crimsonpeak #tomhiddleston #cantwait https://instagram.com/p/7MAhJhDoCF/";;;#crimsonpeak #tomhiddleston #cantwait;"639587355825934336";https://twitter.com/HiltonHillersdt/status/639587355825934336
vincentlao18;2015-09-03 16:54;0;0;"The Lobster | Trailer | Film4 https://youtu.be/fpt0tn1-54k @YouTube #cantwait";;@YouTube;#cantwait;"639587245293350912";https://twitter.com/vincentlao18/status/639587245293350912
jblanchard91;2015-09-03 16:53;0;0;"@PARTYOMO still owe us that tape #anticipated";;@PARTYOMO;#anticipated;"639587161453559808";https://twitter.com/jblanchard91/status/639587161453559808
xavierizer;2015-09-03 16:53;0;0;"Definitely staying up to watch @markiplier star on @JimmyKimmelLive tonight! Who's hyped for it?! 😄 🎩 #cantwait";;@markiplier @JimmyKimmelLive;#cantwait;"639587114477203456";https://twitter.com/xavierizer/status/639587114477203456
scarltt19;2015-09-04 16:58;0;1;"Im learning how to be okay without you,and I cantwait for the daywhen I get to lookat you and feel absolutely nothing";;;;"639950804934201344";https://twitter.com/scarltt19/status/639950804934201344
DBorgesCPA;2015-09-04 16:58;0;1;"Looking forward to . @CollegeGameDay tomorrow like a little kid looks forward to Christmas morning. #CantWait";;@CollegeGameDay;#CantWait;"639950639057928193";https://twitter.com/DBorgesCPA/status/639950639057928193
hallielaurenb;2015-09-04 16:57;0;0;"Two things I MUST have while back in #Nashville - #yazoohefeweizen and proper #bbq #cantwait";West Des Moines, IA;;#Nashville #yazoohefeweizen #bbq #cantwait;"639950561320697856";https://twitter.com/hallielaurenb/status/639950561320697856
GokaiNess;2015-09-04 16:56;0;1;"@SlyFoxHound one peice pirate warriors 3 is out will you lp that #cantwait #onepiece";;@SlyFoxHound;#cantwait #onepiece;"639950174144569345";https://twitter.com/GokaiNess/status/639950174144569345
PirateSinonRien;2015-09-04 16:56;0;0;"Victory AND switching to 3rd position in Group D! Time to dance, sure! #cantwait 🎶 ⚽ 🎶 https://twitter.com/nafiannamusic/status/639902108549054465";;;#cantwait;"639950111477497856";https://twitter.com/PirateSinonRien/status/639950111477497856
mackenzieabele;2015-09-04 16:54;0;1;"@kaileyy_a English and math! 🎉 🎉 🎉 #cantwait";;@kaileyy_a;#cantwait;"639949776583307264";https://twitter.com/mackenzieabele/status/639949776583307264
bykimk;2015-09-04 16:53;1;3;". @meredithheron just gave me a sneak peak of her 2nd collection for @jffabrics . Ummm losing it. Sexy bedroom drapes in my future. #cantwait";;@meredithheron @jffabrics;#cantwait;"639949552355708928";https://twitter.com/bykimk/status/639949552355708928
UCDavisGym;2015-09-04 16:51;1;3;"#16days until our first official practice!!! #GoAgs #CantWait";;;#16days #GoAgs #CantWait;"639948959474036736";https://twitter.com/UCDavisGym/status/639948959474036736
MichelleF0918;2015-09-04 16:49;0;3;"Legit planning out my "food tour" for the @mnstatefair tomorrow! Ohhhh, the deliciousness, the animals, my fave radio/TV people!!! #CantWait";;@mnstatefair;#CantWait;"639948446028427264";https://twitter.com/MichelleF0918/status/639948446028427264
jeremarketer;2015-09-05 16:56;0;0;"@INBOUND Wow, what are the odds of seeing you + @HubSpot at #INBOUND15 ?!? ;) #cantwait #cantstopwontstop";;@INBOUND @HubSpot;#INBOUND15 #cantwait #cantstopwontstop;"640312525754535937";https://twitter.com/jeremarketer/status/640312525754535937
ECPjohnmartin;2015-09-05 16:56;0;1;"It bears repeating: #WKU at IU Sept. 19. #cantwait";;;#WKU #cantwait;"640312463309832196";https://twitter.com/ECPjohnmartin/status/640312463309832196
neve6;2015-09-05 16:54;0;0;"#cantwait #soexcited #britney #vegas britneypieceofme with… https://instagram.com/p/7RKIMvw7Umi-kE58lOnNtL3U6c4wmRdynSQ0k0/";Paradise, NV;;#cantwait #soexcited #britney #vegas;"640312199911747587";https://twitter.com/neve6/status/640312199911747587
_CLinA_;2015-09-05 16:54;0;0;"This weather...nice & cool *sigh* Slowly fall will creep in 💯 🙈 #CanNotWait #ColdWeatherBetterHurry #ByeByeSummer";;;#CanNotWait #ColdWeatherBetterHurry #ByeByeSummer;"640312163668766724";https://twitter.com/_CLinA_/status/640312163668766724
bekahschmuck;2015-09-05 16:54;0;5;"first game on Tuesday in Quincy, first home game on Saturday 😋 #cantwait";;;#cantwait;"640312044462305280";https://twitter.com/bekahschmuck/status/640312044462305280
paigeflies;2015-09-05 16:54;0;0;"Super excited to have dinner plans with @sparsebluper !! #beentoolong #bestie #cantwait";;@sparsebluper;#beentoolong #bestie #cantwait;"640311991710695424";https://twitter.com/paigeflies/status/640311991710695424
harryhonnor;2015-09-05 16:53;0;0;"That's Christmas sorted... roll on, 12 December... https://www.youtube.com/watch?v=SyfaB8SW5Sw #cantwait !";Barnet, London;;#cantwait;"640311865998987264";https://twitter.com/harryhonnor/status/640311865998987264
BandGeek4Sure;2015-09-05 16:53;0;1;"@lunchlady6566 We get a four day weekend second week of October, which is also Balloon Fiesta! #CantWait";;@lunchlady6566;#CantWait;"640311745647480832";https://twitter.com/BandGeek4Sure/status/640311745647480832
YardHouse;2015-09-05 16:52;0;0;"@bbgiirll We look forward to seeing you at our #Friendswood location in Texas this fall! #openingsoon #cantwait";;@bbgiirll;#Friendswood #openingsoon #cantwait;"640311687934025728";https://twitter.com/YardHouse/status/640311687934025728
DoubleA513;2015-09-06 16:58;0;1;"#CantWait to see this rooftop bar @HorseshoeCincy tonight and win some money #Gambler";West Chester, OH;@HorseshoeCincy;#CantWait #Gambler;"640675352742858752";https://twitter.com/DoubleA513/status/640675352742858752
natal_akop;2015-09-06 16:52;3;3;"exactly 7 days until riverhead takes on cranford #cantwait";;;#cantwait;"640674018840829952";https://twitter.com/natal_akop/status/640674018840829952
RyGuy710;2015-09-06 16:52;0;1;"4 hours away #21 #cantwait 🎉 🎊 🎈 🍻";;;#21 #cantwait;"640673961261563904";https://twitter.com/RyGuy710/status/640673961261563904
LaiaSiuraneta;2015-09-06 16:51;0;0;"1 month left for my birthday ⌚ 🎂 🎁 🎉 💃 #cantwait";;;#cantwait;"640673586760523776";https://twitter.com/LaiaSiuraneta/status/640673586760523776
ladybug_2007;2015-09-06 16:48;0;0;"One more week! And I'm already on vacay mode! 😁 #CantWait #InNeedOfAVacation #ExcitedMuch";;;#CantWait #InNeedOfAVacation #ExcitedMuch;"640673048299876352";https://twitter.com/ladybug_2007/status/640673048299876352
aliceheiman;2015-09-06 16:48;0;0;"It’s the #salesperson ’s job to qualify the #prospect , part of qualifying is determining… http://buff.ly/1KI4BLp";;;#salesperson #prospect;"640672837943066624";https://twitter.com/aliceheiman/status/640672837943066624
Penagosps;2015-09-06 16:47;0;0;"Colombia-Miami-Alabama ✈️ @ussoccer_wnt @alexmorgan13 @CarliLloyd @TobinHeath @hopesolo play! #Excited #cantwait #USWNT";;@ussoccer_wnt @alexmorgan13 @CarliLloyd @TobinHeath @hopesolo;#Excited #cantwait #USWNT;"640672762613383168";https://twitter.com/Penagosps/status/640672762613383168
GaleMarieNOLA;2015-09-06 16:44;0;0;"@designsponge I'm headed up soon. #cantwait";;@designsponge;#cantwait;"640672061879246853";https://twitter.com/GaleMarieNOLA/status/640672061879246853
MoodMody19;2015-09-07 16:58;1;3;"I Really #can ' tWait This Will be Awesome @Capo7oda @MahmoudWWE4Life @midosamymofeed @WWEUniverse @WWE_Trolls 👏 👏 👍 👍";;@Capo7oda @MahmoudWWE4Life @midosamymofeed @WWEUniverse @WWE_Trolls;#can;"641037979188862977";https://twitter.com/MoodMody19/status/641037979188862977
RaiderInCT;2015-09-07 16:58;0;0;"@Jen_Royle @TommyMacBoxing @Haymakers4Hope you gonna be able to fight? #cantwait";Cromwell, CT;@Jen_Royle @TommyMacBoxing @Haymakers4Hope;#cantwait;"641037965205049344";https://twitter.com/RaiderInCT/status/641037965205049344
gmeador22;2015-09-07 16:55;0;1;"Hokies are about to be embarrassed on national television #cantwait";;;#cantwait;"641037039668994048";https://twitter.com/gmeador22/status/641037039668994048
Pagano318;2015-09-07 16:53;0;0;"#sundayfunday at our house! Propane, charcoal, and smoker! @katepag4 picked it out #cantwait #shesawesome";;@katepag4;#sundayfunday #cantwait #shesawesome;"641036547769417728";https://twitter.com/Pagano318/status/641036547769417728
swygal71;2015-09-07 16:53;0;0;"Ready for the @shondarhimes lineup this Fall on @ABC #TGIT #CantWait . https://twitter.com/GMA/status/641031016107388928";;@shondarhimes @ABC;#TGIT #CantWait;"641036502760337408";https://twitter.com/swygal71/status/641036502760337408
rickydoesntcare;2015-09-07 16:50;0;0;"#krypronite #cantwait #countdown #destiny https://instagram.com/p/7WTODrozLjhWIc5f55ageiQopMuL79yPvbSJk0/";;;#krypronite #cantwait #countdown #destiny;"641035851762388992";https://twitter.com/rickydoesntcare/status/641035851762388992
HannahXXIV;2015-09-07 16:50;0;1;"I really want to save up for a #PS4 so i can crack out on #Destiny and find more people to play with! #TheTakenKing #cantwait";;;#PS4 #Destiny #TheTakenKing #cantwait;"641035794782756865";https://twitter.com/HannahXXIV/status/641035794782756865
KathyBerdan;2015-09-07 16:48;0;0;"My head started reeling, you gave me the feeling the room had no ceiling or floor. #cantwait #R &HCinderella. @hennepintheatretrust";;@hennepintheatretrust;#cantwait #R;"641035309786902528";https://twitter.com/KathyBerdan/status/641035309786902528
yosephine_JS;2015-09-07 16:45;0;0;"#Jongin #Taeoh #ohmybaby #can ' twait";;;#Jongin #Taeoh #ohmybaby #can;"641034535900049408";https://twitter.com/yosephine_JS/status/641034535900049408
KimberlyHam1203;2015-09-08 16:59;0;0;"@tartecosmetics when will your tarte holiday palette be available?? #cantwait #tartejunkyforlife";;@tartecosmetics;#cantwait #tartejunkyforlife;"641400543815041026";https://twitter.com/KimberlyHam1203/status/641400543815041026
AJAlThani;2015-09-08 16:59;0;0;"Paul Greengrass people. #CantWait https://twitter.com/empiremagazine/status/641400047121207296";;;#CantWait;"641400523539656705";https://twitter.com/AJAlThani/status/641400523539656705
MrkMlr1;2015-09-08 16:59;0;2;"10 days and vacation starts. 12 total days of no work. 7 in Turks and Caicos marrying my best friend. #cantwait . #paradise .";;;#cantwait #paradise;"641400384678928384";https://twitter.com/MrkMlr1/status/641400384678928384
DeniseDeering;2015-09-08 16:59;0;0;"@KellyMcClungx next Monday 😃 #CountingTheDays lol xx";;@KellyMcClungx;#CountingTheDays;"641400381893910532";https://twitter.com/DeniseDeering/status/641400381893910532
isaacfromCT;2015-09-08 16:58;0;0;"Yeahhh!!! #cantwait #closerto30 🙌 🎂 🎉 https://instagram.com/p/7Y44FpKlLD/";;;#cantwait #closerto30;"641400135394660352";https://twitter.com/isaacfromCT/status/641400135394660352
Jkburke21Jim;2015-09-08 16:57;0;0;"#cantwait 4 the next regatta. Looking 2 Bermuda. @OracleTeamUSA Let's Race. Shred them all, mates! https://twitter.com/OracleTeamUSA/status/641382711769329665";;@OracleTeamUSA;#cantwait;"641399924060389376";https://twitter.com/Jkburke21Jim/status/641399924060389376
lauraa6_18;2015-09-08 16:56;0;0;"The only thing that makes me feel better about the end of summer is that this means #bonesseason11 is closer!! #Cantwait @BONESonFOX";;@BONESonFOX;#bonesseason11 #Cantwait;"641399769831731201";https://twitter.com/lauraa6_18/status/641399769831731201
Em_Borner1215;2015-09-08 16:56;0;0;"September 15th video is going to be a vlog I hope of my One Direction concert that is happening this Saturday ❤️ ❤️ #cantwait";;;#cantwait;"641399690144124929";https://twitter.com/Em_Borner1215/status/641399690144124929
BUCTourGuideTim;2015-09-08 16:55;0;0;"This. Is. Happening! @barbeemiles #firstpreview #tonightsbill #cantwait @Brooks Atkinson Theatre https://instagram.com/p/7Y4n9ikKsO/";;@barbeemiles @Brooks;#firstpreview #tonightsbill #cantwait;"641399586490314752";https://twitter.com/BUCTourGuideTim/status/641399586490314752
connerhall1234;2015-09-09 16:59;0;0;"Already pumped for the weekend #can ' twait #cmu #withthehomie";;;#can #cmu #withthehomie;"641762975888601088";https://twitter.com/connerhall1234/status/641762975888601088
myz_hilliard;2015-09-09 16:59;0;0;"iPhone 6s plus I must have... #rosegold #cantwait";;;#rosegold #cantwait;"641762931022151680";https://twitter.com/myz_hilliard/status/641762931022151680
hannahmwallace2;2015-09-09 16:59;0;1;"@jamesmaslow I'm Ecstatic to hear your new music soon!! 😆 😆 😆 😆 #NEWSONG #cantwait #jamesmaslow #happiness 🎤";San Jose, CA;@jamesmaslow;#NEWSONG #cantwait #jamesmaslow #happiness;"641762866618503169";https://twitter.com/hannahmwallace2/status/641762866618503169
sdcxo;2015-09-09 16:58;0;0;"Everybody's talking about tailgating at the race and I'm just sitting here like, can the next 24 1/2 hrs hurry up?! #nflkickoff #cantwait";;;#nflkickoff #cantwait;"641762567073959936";https://twitter.com/sdcxo/status/641762567073959936
ellenadie;2015-09-09 16:57;0;1;"Counting down the days till I go back to uni 🎉 🎉 🎉 🎉 #cannotwait";;;#cannotwait;"641762429857333248";https://twitter.com/ellenadie/status/641762429857333248
ashleeeeeejune;2015-09-09 16:55;0;0;"Muahahahaha! #Halloween#cantwait #couldntwaitanylonger #halloweendecorations https://instagram.com/p/7bdWvbCc59atuSXRKPXrWYnZyTBu9ZZRZ7NfM0/";;;#Halloween #cantwait #couldntwaitanylonger #halloweendecorations;"641761831124631552";https://twitter.com/ashleeeeeejune/status/641761831124631552
amybuxtonn;2015-09-09 16:54;0;1;"starting the process of getting stuff for PASS weekend 👍🏽 🏁 #camping #cantwait";North Windham, ME;;#camping #cantwait;"641761672181489664";https://twitter.com/amybuxtonn/status/641761672181489664
DarkMetalMaiden;2015-09-09 16:54;0;0;". @eluveitie is up next #CantWait , \m/ ^-^ \m/ !";;@eluveitie;#CantWait;"641761636659908608";https://twitter.com/DarkMetalMaiden/status/641761636659908608
dohertyjf;2015-09-09 16:51;0;0;"WTF is that #CantWaitForAvery hashtag??? #cantwait is what I meant.";;;#CantWaitForAvery #cantwait;"641760801297051648";https://twitter.com/dohertyjf/status/641760801297051648
CompassInc;2015-09-09 16:50;1;5;". @observer says a floating forest is set to arrive on #NYC shores next summer. #cantwait http://observer.com/2015/08/dont-be-surprised-to-see-a-giant-garden-floating-in-nycs-harbor-next-summer/";;@observer;#NYC #cantwait;"641760504864632832";https://twitter.com/CompassInc/status/641760504864632832
AlexanderPaaske;2015-09-10 16:58;0;0;"We're on to 2015! Let's Go @Patriots ! #PatsNation #defendingchamps #Bradyisfree #cantwait #SteelersvsPatriots #TNF";;@Patriots;#PatsNation #defendingchamps #Bradyisfree #cantwait #SteelersvsPatriots #TNF;"642125080504479744";https://twitter.com/AlexanderPaaske/status/642125080504479744
IamTimCurry;2015-09-10 16:57;0;5;"Forget Super Saturday @usopen Tomorrow is Frickin' Fabulous Friday with men's and women's semis and mixed final on tap. #cantwait";Stamford, CT;@usopen;#cantwait;"642124855295508480";https://twitter.com/IamTimCurry/status/642124855295508480
acrobotic;2015-09-10 16:57;3;6;"Had to take pretty photo of @Qtechknow 's fantastic Qduino #cantwait to use it! P.S. 👍 #Kickstarter delivery";Pasadena, CA;@Qtechknow;#cantwait #Kickstarter;"642124853017907200";https://twitter.com/acrobotic/status/642124853017907200
markcmillersr;2015-09-10 16:57;0;1;"@DeathValleyMov Do you know? #deathvalley #cantwait #howmanydays #whatistherealcountdown https://twitter.com/DeathValleyMov/status/642110657249185792";;@DeathValleyMov;#deathvalley #cantwait #howmanydays #whatistherealcountdown;"642124820986118149";https://twitter.com/markcmillersr/status/642124820986118149
JordanRensby;2015-09-10 16:56;0;0;"@JohnHimpe if they were smart they'd vote Liz. This season has been full of surprises, so who knows! #cantwait";;@JohnHimpe;#cantwait;"642124501719711744";https://twitter.com/JordanRensby/status/642124501719711744
markcmillersr;2015-09-10 16:56;0;0;"@DeathValleyMov #deathvalley #cantwait #howmanydays #whatistherealcountdown https://twitter.com/DeathValleyMov/status/642124012047347713";;@DeathValleyMov;#deathvalley #cantwait #howmanydays #whatistherealcountdown;"642124459583926272";https://twitter.com/markcmillersr/status/642124459583926272
markcmillersr;2015-09-10 16:55;0;0;"@DeathValleyMov #deathvalley #cantwait #howmanydays #whatistherealcountdown https://twitter.com/DeathValleyMov/status/642122096907149312";;@DeathValleyMov;#deathvalley #cantwait #howmanydays #whatistherealcountdown;"642124301873709057";https://twitter.com/markcmillersr/status/642124301873709057
ofkidsandcows;2015-09-10 16:55;0;2;"Scored tickets to Garth Brooks concert #psyched #cantwait";;;#psyched #cantwait;"642124253551304704";https://twitter.com/ofkidsandcows/status/642124253551304704
AdriAnneMS;2015-09-10 16:54;0;0;"WOOT! Just pre-ordered ILLUMINAE (even though I've already read the ARC, I must see the hb), SIX OF CROWS & THE RAVEN KING. #yalit #cantwait";;;#yalit #cantwait;"642123987598741504";https://twitter.com/AdriAnneMS/status/642123987598741504
tigerburr;2015-09-10 16:53;0;1;"@sandragogglebox One more sleep till i c ur lovely face on my t.v #cannotwait";;@sandragogglebox;#cannotwait;"642123878609887232";https://twitter.com/tigerburr/status/642123878609887232
LisaOh2000;2015-09-11 16:59;1;1;"Watching the hockey game on TV and they start talking about the @islandproball games and I got so excited! #stormdays#cantwait 🏀 🏀 🏀 🏀 😭";;@islandproball;#stormdays #cantwait;"642487691326717953";https://twitter.com/LisaOh2000/status/642487691326717953
StephanyLRiley;2015-09-11 16:59;0;3;"When @StephFloraTIU & I send a text at the exact same time... the meet-up in 12 days will be nothing short of epic 👯 💕 #cantwait";;@StephFloraTIU;#cantwait;"642487644891578368";https://twitter.com/StephanyLRiley/status/642487644891578368
ImEvenSteven;2015-09-11 16:59;3;3;"And there was much rejoicing on the interwebz! :D #CantWait #ThrowingMoney #indiegamelover #indiedev https://twitter.com/IronOakGames/status/642485301475065856";;;#CantWait #ThrowingMoney #indiegamelover #indiedev;"642487569851133952";https://twitter.com/ImEvenSteven/status/642487569851133952
kirby_elizabeth;2015-09-11 16:58;0;1;"@ToastTab open house on Thursday #cantwait https://twitter.com/venturefizz/status/642480494798610432";;@ToastTab;#cantwait;"642487459792556033";https://twitter.com/kirby_elizabeth/status/642487459792556033
Wespointmedia;2015-09-11 16:57;0;0;"Looking like they made it present_burna mrdottt @wespoint1stlady #cantwait #cinderellastory … https://instagram.com/p/7gnML-L2-8/";;@wespoint1stlady;#cantwait #cinderellastory;"642487148613103616";https://twitter.com/Wespointmedia/status/642487148613103616
mockingjaynet;2015-09-11 16:54;5;4;"10 weeks guys! That's nothing in the grand scheme of things! #MockingjayPart2 #UNITE #cantwait #excited https://instagram.com/p/7gm47RS-Vj/";;;#MockingjayPart2 #UNITE #cantwait #excited;"642486482264064000";https://twitter.com/mockingjaynet/status/642486482264064000
Katckr;2015-09-11 16:52;0;0;"Is it too early to decorate for Halloween? #cantwait 👻";;;#cantwait;"642485859875319809";https://twitter.com/Katckr/status/642485859875319809
deepsea_dreamer;2015-09-11 16:51;0;0;"Tonight is going to be an amazing night. 😆 #CantWait";;;#CantWait;"642485691864219648";https://twitter.com/deepsea_dreamer/status/642485691864219648
tippy3880;2015-09-11 16:50;0;1;"@houstonalamo I can 't wait! Will there be pamcakes? http://drafthouse.com/movies/the-complete-del-toro-hellboy-and-hellboy-ii-the-golden-army/houston #hellboy #amazeballs #cantwait";;@houstonalamo;#hellboy #amazeballs #cantwait;"642485490042597376";https://twitter.com/tippy3880/status/642485490042597376
FainaToole;2015-09-11 16:50;1;24;"south homecoming is going to be a blast with my bff ❤️ 😊 #cantwait #luvu #urdope";;;#cantwait #luvu #urdope;"642485359499046912";https://twitter.com/FainaToole/status/642485359499046912
aedreamsinc;2015-09-12 16:58;0;5;"Make sure to tune in Monday for our #Kickstarter launch! #excitingtimes #cantwait #comingsoon #startup #IoT #toys #kids #family #maker";;;#Kickstarter #excitingtimes #cantwait #comingsoon #startup #IoT #toys #kids #family #maker;"642849909499162625";https://twitter.com/aedreamsinc/status/642849909499162625
NixLib;2015-09-12 16:56;0;1;"Wakey-wakey #Prospect #StCuthberts #bellringing @AdelaideBells";;@AdelaideBells;#Prospect #StCuthberts #bellringing;"642849389124304897";https://twitter.com/NixLib/status/642849389124304897
CanadianTriMom;2015-09-12 16:54;0;0;"@RunRocknRoll just signed up for your 10k Vancouver, BC. event that's happening next month. My first time at one of your events! #cantwait";;@RunRocknRoll;#cantwait;"642848868170792960";https://twitter.com/CanadianTriMom/status/642848868170792960
KathlynnT;2015-09-12 16:53;0;0;"T-minus one week till I can workout again 🙌🏽 #CountingTheDays";;;#CountingTheDays;"642848646283808768";https://twitter.com/KathlynnT/status/642848646283808768
princessKK_32;2015-09-12 16:50;1;6;"It sucks when all you want to do is be with the person you love and you are separated by things beyond your control 😔 #countingthedays";;;#countingthedays;"642847664078385152";https://twitter.com/princessKK_32/status/642847664078385152
garcia_salim;2015-09-12 16:47;0;0;"🏰 🏰 💫 #tomorrowworld #cantwait #keytohappiness https://instagram.com/p/7jK1eXMkWE/";;;#tomorrowworld #cantwait #keytohappiness;"642847005170139136";https://twitter.com/garcia_salim/status/642847005170139136
slapjosh70;2015-09-12 16:47;0;0;"How funny is it to see hardly any body at Yankee Stadium! Let's get these playoffs rolln #cantwait";Lethbridge, Alberta;;#cantwait;"642846975956774912";https://twitter.com/slapjosh70/status/642846975956774912
cari_hunt;2015-09-12 16:45;0;1;"@zacbrownband @OEontheGo @MLB @tigers #can ' twait";;@zacbrownband @OEontheGo @MLB @tigers;#can;"642846635253440512";https://twitter.com/cari_hunt/status/642846635253440512
gillybergin;2015-09-12 16:45;0;0;"Lazy Sunday morning tomorrow with @jordanboards is just what I need #cantwait #❤ 😍";Kirk Ella, England;@jordanboards;#cantwait #;"642846613686362112";https://twitter.com/gillybergin/status/642846613686362112
Loragriffyhair;2015-09-12 16:44;0;0;"Countdown begins #thisisengland #lol #grandfinale #cantwait https://instagram.com/p/7jKfTBDgPY/";;;#thisisengland #lol #grandfinale #cantwait;"642846240036769792";https://twitter.com/Loragriffyhair/status/642846240036769792
