username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
AlexisBlack22;2015-09-03 16:52;0;0;"My swim suit is still at Braden's... #pissed";;;#pissed;"639586823447183360";https://twitter.com/AlexisBlack22/status/639586823447183360
malditabastarda;2015-09-03 16:49;0;0;"My mom is awsome! #dicequesoyyo #intensamente #furia #angry #yay #imhappy https://instagram.com/p/7L_44TxQUC/";;;#dicequesoyyo #intensamente #furia #angry #yay #imhappy;"639585968291512320";https://twitter.com/malditabastarda/status/639585968291512320
WestonChurch;2015-09-03 16:48;0;0;"Wtf will the gd injury bug plz leave the @Panthers !! Hope @J_No24 is okay!! #pissed #fPreSeason";;@Panthers @J_No24;#pissed #fPreSeason;"639585764662095872";https://twitter.com/WestonChurch/status/639585764662095872
mra1right;2015-09-04 16:59;0;0;"#Anger is just anger. It isnt good. It isn't bad. What u do with it is what matters. U can use it to build or to destroy.-Jim Butcher #quote";;;#Anger #quote;"639950848940896258";https://twitter.com/mra1right/status/639950848940896258
AutumnDaniel16;2015-09-04 16:58;0;1;"THIS BETTER NOT GET CANCELLED BC I CANT MAKE IT TOMORROW #ANGRY 😡 😡 😡 😡 😡 😡 😡 😡 😡 😡";;;#ANGRY;"639950796541571072";https://twitter.com/AutumnDaniel16/status/639950796541571072
MosesKarl;2015-09-04 16:52;0;0;"Just listened to the In The City from start to finish.. Not bad for a 'Poor' album.. Weller at his ultimate best! #Young #Angry #TheBest .";;;#Young #Angry #TheBest;"639949109227573248";https://twitter.com/MosesKarl/status/639949109227573248
muhannad_0000;2015-09-04 16:51;0;0;"Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed";;;#anger #righteous #Paradise #Quran #reward #goodDeed;"639949005032591361";https://twitter.com/muhannad_0000/status/639949005032591361
seankeenan33;2015-09-04 16:51;0;1;"@sophaaaymac thanks love you #mad";;@sophaaaymac;#mad;"639948915392028673";https://twitter.com/seankeenan33/status/639948915392028673
macdougalz12;2015-09-04 16:51;0;0;"CHECK IT OUT http://ebay.to/1E668IW #Anger Inside Out Small #Figure #sales #InsideOut #ebay #shopping";;;#Anger #Figure #sales #InsideOut #ebay #shopping;"639948898941796353";https://twitter.com/macdougalz12/status/639948898941796353
macdougalz12;2015-09-04 16:51;0;0;"CHECK IT OUT http://ebay.to/1E668IW #Anger Inside Out Small #Figure #sales #InsideOut #ebay #shopping";;;#Anger #Figure #sales #InsideOut #ebay #shopping;"639948879467778048";https://twitter.com/macdougalz12/status/639948879467778048
Johnny_TV2;2015-09-04 16:49;0;0;"#ranting #angry #film #therearegoodmoviesyoujusthavetolookforthemyoulazyasshole";;;#ranting #angry #film #therearegoodmoviesyoujusthavetolookforthemyoulazyasshole;"639948527750131712";https://twitter.com/Johnny_TV2/status/639948527750131712
mio_shizuo;2015-09-04 16:49;0;0;"Careless talk on religious #affairs without #knowledge is a great sin-it causes Allah’s #anger . #beCareful";;;#affairs #knowledge #anger #beCareful;"639948367066349568";https://twitter.com/mio_shizuo/status/639948367066349568
miaman21;2015-09-04 16:48;0;0;"How much more will we #escape the #anger of #God if we turn away from Him who #warns us from #Heaven ?";;;#escape #anger #God #warns #Heaven;"639948207863296000";https://twitter.com/miaman21/status/639948207863296000
WrFarley;2015-09-05 16:59;0;0;"@mflynn3 You were great against the Eagles! I'm #pissed you're gone! Good luck with what comes next!";;@mflynn3;#pissed;"640313455912833024";https://twitter.com/WrFarley/status/640313455912833024
GrrrZay;2015-09-05 16:59;1;0;"#PISSED";;;#PISSED;"640313263956234240";https://twitter.com/GrrrZay/status/640313263956234240
AtomicNas_20;2015-09-05 16:58;0;0;"When you trying to make a vine but your neighbors are playing music #1nas1 #mad https://vine.co/v/eTV13MWeZDj";;;#1nas1 #mad;"640313050373976065";https://twitter.com/AtomicNas_20/status/640313050373976065
maureenplayer;2015-09-05 16:57;0;0;"@LisaK_PhD @p_b66 I last called at 9.26 and the said they'd get the vet to ring in 15 minutes. That was 30 minutes ago... #pissedoff";Sydney, New South Wales;@LisaK_PhD @p_b66;#pissedoff;"640312955649724416";https://twitter.com/maureenplayer/status/640312955649724416
macdougalz12;2015-09-05 16:55;0;0;"CHECK IT OUT http://ebay.to/1E668IW #Anger Inside Out Small #Figure #sales #InsideOut #ebay #shopping";;;#Anger #Figure #sales #InsideOut #ebay #shopping;"640312379419455488";https://twitter.com/macdougalz12/status/640312379419455488
macdougalz12;2015-09-05 16:55;0;0;"CHECK IT OUT http://ebay.to/1E668IW #Anger Inside Out Small #Figure #sales #InsideOut #ebay #shopping";;;#Anger #Figure #sales #InsideOut #ebay #shopping;"640312377267875840";https://twitter.com/macdougalz12/status/640312377267875840
timminfl;2015-09-05 16:55;0;0;"@culvers @Port Richey location no chicken again they never have chicken Breast this should be taken off the menu !!!! #pissed #date ruined";;@culvers @Port;#pissed #date;"640312331633827840";https://twitter.com/timminfl/status/640312331633827840
KKKd_11;2015-09-05 16:55;0;0;"Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed";;;#anger #righteous #Paradise #Quran #reward #goodDeed;"640312220560306176";https://twitter.com/KKKd_11/status/640312220560306176
stephanieMUFCxx;2015-09-05 16:53;0;0;"I literally use my phone for everything and now every single job i've applied for is rendered useless. #pissedoff";;;#pissedoff;"640311946294763520";https://twitter.com/stephanieMUFCxx/status/640311946294763520
emme10003;2015-09-05 16:53;0;2;"#pissed";Ohio, USA;;#pissed;"640311711204032512";https://twitter.com/emme10003/status/640311711204032512
_dreaaduzit;2015-09-06 16:58;0;0;"@sergiotistic @Monicuhh__ #pissed you breaking monicas heart rn.";;@sergiotistic @Monicuhh__;#pissed;"640675538688831489";https://twitter.com/_dreaaduzit/status/640675538688831489
LeAngryChick;2015-09-06 16:58;0;2;"When your sister gets invited to a coworker's birthday party & you don't...It's a big FUCK YOU. #assholes #sister #angry";;;#assholes #sister #angry;"640675371478855680";https://twitter.com/LeAngryChick/status/640675371478855680
Gulnuray;2015-09-06 16:57;2;1;"Hard to sleep in #Turkey tonight. Night filled with #sadness #madness #anger . Its even in the air.";;;#Turkey #sadness #madness #anger;"640675302897790976";https://twitter.com/Gulnuray/status/640675302897790976
PandaaJade;2015-09-06 16:55;0;0;"One rule for me but another for you. #pissedoff";;;#pissedoff;"640674601186521088";https://twitter.com/PandaaJade/status/640674601186521088
Jennnoo;2015-09-06 16:53;0;2;"Cleaned my white shoes this weekend. They got peed on today 😅 #pissed #literally";;;#pissed #literally;"640674300211666944";https://twitter.com/Jennnoo/status/640674300211666944
macdougalz12;2015-09-06 16:53;0;0;"CHECK IT OUT http://ebay.to/1E668IW #Anger Inside Out Small #Figure #sales #InsideOut #ebay #shopping";;;#Anger #Figure #sales #InsideOut #ebay #shopping;"640674134150746112";https://twitter.com/macdougalz12/status/640674134150746112
richardjwaters;2015-09-06 16:51;0;0;"Cos I have to be honest @iPrimusAU Ive been a customer for over 15yrs & Ive never had THIS bad a cust serv experience than last 2mth #angry";;@iPrimusAU;#angry;"640673800292462592";https://twitter.com/richardjwaters/status/640673800292462592
05Rinad;2015-09-06 16:50;0;0;"Careless talk on religious #affairs without #knowledge is a great sin-it causes Allah’s #anger . #beCareful";;;#affairs #knowledge #anger #beCareful;"640673358028369920";https://twitter.com/05Rinad/status/640673358028369920
DrShawnPark1;2015-09-06 16:48;0;0;"10 signs your child has anger issues http://bit.ly/SUI5ei #anger #mentalhealth #psychology #parenting";;;#anger #mentalhealth #psychology #parenting;"640672885837705216";https://twitter.com/DrShawnPark1/status/640672885837705216
poppyred2002;2015-09-07 16:58;0;0;"#angry #truth";;;#angry #truth;"641037896028409856";https://twitter.com/poppyred2002/status/641037896028409856
RySoHungry;2015-09-07 16:55;0;1;"People need to learn to keep their dogs, especially big dogs, on a leash. Had to kick one in defense of it biting my dog. #pissedOff";;;#pissedOff;"641037042269290496";https://twitter.com/RySoHungry/status/641037042269290496
AbbieBoo_;2015-09-07 16:55;0;0;"@firstnamesdemi knew you'd say that #pissed";;@firstnamesdemi;#pissed;"641037000070533120";https://twitter.com/AbbieBoo_/status/641037000070533120
GrassTypeTrnr;2015-09-07 16:53;0;0;"To play other things but know since he has to bring things and leave them FOR NO REASON I'm stuck #Angry #IWantToPlay";;;#Angry #IWantToPlay;"641036640782147584";https://twitter.com/GrassTypeTrnr/status/641036640782147584
BigJerm_15;2015-09-07 16:50;0;0;"@marion_ohio local gas station was out of Four Lokos from the weekend #pissed";;@marion_ohio;#pissed;"641035817402564608";https://twitter.com/BigJerm_15/status/641035817402564608
iSumery;2015-09-07 16:50;0;0;"Careless talk on religious #affairs without #knowledge is a great sin-it causes Allah’s #anger . #beCareful";;;#affairs #knowledge #anger #beCareful;"641035725027307520";https://twitter.com/iSumery/status/641035725027307520
gaagiigadokwe;2015-09-07 16:49;0;0;"When your blueberries are all frozen cause your landlord turned your mini fridge to Antarctica... #exaggeration #angry";;;#exaggeration #angry;"641035703183364096";https://twitter.com/gaagiigadokwe/status/641035703183364096
Tim_Wanke;2015-09-07 16:48;0;1;"Man do I hate some people #pissedoff";;;#pissedoff;"641035398215532544";https://twitter.com/Tim_Wanke/status/641035398215532544
DanielleRust;2015-09-08 16:59;0;1;"😂 #pissed at my holiday weekend joy - #superbrat #cat offering serious #shade 😎 https://instagram.com/p/7Y5FQarzCQ/";;;#pissed #superbrat #cat #shade;"641400591349121025";https://twitter.com/DanielleRust/status/641400591349121025
katrinaaj99;2015-09-08 16:59;0;0;"Never going to studio nails again.. #pissed";;;#pissed;"641400504187273216";https://twitter.com/katrinaaj99/status/641400504187273216
cristinabrunoxo;2015-09-08 16:58;0;2;"@TaylorStout23 #mad favs!!!!!!!";;@TaylorStout23;#mad;"641400241548337152";https://twitter.com/cristinabrunoxo/status/641400241548337152
RelaxInFTL;2015-09-08 16:57;0;0;"MarksList: #mackplanet #mackmixer at #suviche on #lasolas #lasolasblvd #gay #lesbian #markslist #markslistnow #mad … http://fb.me/1ZfallgQg";;;#mackplanet #mackmixer #suviche #lasolas #lasolasblvd #gay #lesbian #markslist #markslistnow #mad;"641400017928986624";https://twitter.com/RelaxInFTL/status/641400017928986624
disaster4203;2015-09-08 16:56;0;0;"don't fucking try and tell me what is best for me and what isn't. I'll eat or starve whenever the fuck I want to. Thank you. #pissed";;;#pissed;"641399710503337984";https://twitter.com/disaster4203/status/641399710503337984
vtamayo556;2015-09-08 16:56;0;0;"When im trying to express my feeling..But arghhhh !!! 😒 😒 😒 #mad";;;#mad;"641399685433835520";https://twitter.com/vtamayo556/status/641399685433835520
XB0XF0X;2015-09-08 16:51;0;0;"rocket league is no more my computer and obs dont wanna stream it!! need better graphics card so stream cancelled tonight!! #Pissed";;;#Pissed;"641398558843924480";https://twitter.com/XB0XF0X/status/641398558843924480
Azwz123456789Qw;2015-09-08 16:47;0;0;"Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed";;;#anger #righteous #Paradise #Quran #reward #goodDeed;"641397531029700608";https://twitter.com/Azwz123456789Qw/status/641397531029700608
meatbono13;2015-09-08 16:46;0;0;"Of course all the good looking girls in class are in every other group but me & bills group #pissed";;;#pissed;"641397268353019904";https://twitter.com/meatbono13/status/641397268353019904
angry_birds_s;2015-09-09 16:59;1;0;"#Anger is just anger. It isnt good. It isn't bad. What u do with it is what matters. U can use it to build or to destroy.-Jim Butcher #quote";;;#Anger #quote;"641762850063577088";https://twitter.com/angry_birds_s/status/641762850063577088
Undirys;2015-09-09 16:59;0;0;"Just fucked up my day... bloody hell, I cannot even have a good family photo. FUCK! #Angry";;;#Angry;"641762840060235776";https://twitter.com/Undirys/status/641762840060235776
HesHam_SOll;2015-09-09 16:57;0;0;"💞 #Angry #pupp 👹 #Great #puppylove #puppies #Canispanther #Egypt #friends #family #bestfriend #brindle … https://instagram.com/p/7bdjHawmex/";;;#Angry #pupp #Great #puppylove #puppies #Canispanther #Egypt #friends #family #bestfriend #brindle;"641762267629944832";https://twitter.com/HesHam_SOll/status/641762267629944832
Cara_Witt;2015-09-09 16:53;2;1;"@iTunes ....you thought you were sneaky...but I caught you. And I don't want to pay again for these songs. BUT IT WANTS ME TO #pissed";;@iTunes;#pissed;"641761479335747585";https://twitter.com/Cara_Witt/status/641761479335747585
grims_by;2015-09-09 16:53;0;0;"@grims_by by flat_squirrel @maderabmx #signet #sprocket #guard #instock #bmxstreet #bmxfreestyle #flatsquirrel #mad …";;@grims_by @maderabmx;#signet #sprocket #guard #instock #bmxstreet #bmxfreestyle #flatsquirrel #mad;"641761389539946496";https://twitter.com/grims_by/status/641761389539946496
SpookyLurker;2015-09-09 16:51;0;0;". @iMZDL They should have stuck a 12MP camera with flash, 5MP FaceTime camera on the iPads also. #Pissed #AppleEvent @PSchiller @Tim_Cook";;@iMZDL @PSchiller @Tim_Cook;#Pissed #AppleEvent;"641760821295493120";https://twitter.com/SpookyLurker/status/641760821295493120
ZABLIME;2015-09-09 16:46;0;0;"Z-Brush and Photoshop ... #zbrush #photoshop #digital #illustration #fragments #emotion #anger … https://instagram.com/p/7bcY7iSsQq/";;;#zbrush #photoshop #digital #illustration #fragments #emotion #anger;"641759704843202560";https://twitter.com/ZABLIME/status/641759704843202560
A_S_Qahtani;2015-09-09 16:45;0;0;"Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed";;;#anger #righteous #Paradise #Quran #reward #goodDeed;"641759453239472129";https://twitter.com/A_S_Qahtani/status/641759453239472129
dogboypatt;2015-09-10 16:59;0;0;"I think everyone in the Browns front office should have to take a drug test! They had to be high dropping TP for a bunk RB #pissedoff";;;#pissedoff;"642125184619675648";https://twitter.com/dogboypatt/status/642125184619675648
finditgames;2015-09-10 16:57;0;1;"A child psychologist loves our games because they are a "non- #anger arousing" toy. #autismmom #spectrumparenting #angermanagement";;;#anger #autismmom #spectrumparenting #angermanagement;"642124872265547776";https://twitter.com/finditgames/status/642124872265547776
facekartel;2015-09-10 16:57;1;0;"#mad https://instagram.com/p/7eCbWkt13k/";;;#mad;"642124834143604736";https://twitter.com/facekartel/status/642124834143604736
JTaklim;2015-09-10 16:57;0;0;"#LT #NFL #NFLKickoff #SportTv #manif #BES #mad #angry @SPORT_TV";;@SPORT_TV;#LT #NFL #NFLKickoff #SportTv #manif #BES #mad #angry;"642124773317853185";https://twitter.com/JTaklim/status/642124773317853185
facekartel;2015-09-10 16:57;0;0;"#mad https://instagram.com/p/7eCZAGt13e/";;;#mad;"642124744037396480";https://twitter.com/facekartel/status/642124744037396480
facekartel;2015-09-10 16:57;1;0;"#mad https://instagram.com/p/7eCWIct13Z/";;;#mad;"642124646142373888";https://twitter.com/facekartel/status/642124646142373888
facekartel;2015-09-10 16:56;1;1;"#mad https://instagram.com/p/7eCSqjt13S/";;;#mad;"642124525866496000";https://twitter.com/facekartel/status/642124525866496000
LaurenHuntoon;2015-09-10 16:56;0;0;"Don't even have my new car for 30 mins and it needs to go back to the shop. #pissed";Winthrop, MA;;#pissed;"642124445365235712";https://twitter.com/LaurenHuntoon/status/642124445365235712
facekartel;2015-09-10 16:55;0;0;"#mad https://instagram.com/p/7eCOp6N13H/";;;#mad;"642124389098631168";https://twitter.com/facekartel/status/642124389098631168
martial_artsuk;2015-09-10 16:55;0;0;"dr_metzner: Help your child deal with their ager and aggression http://bit.ly/1H5saNY #anger #parenting";;;#anger #parenting;"642124351471534080";https://twitter.com/martial_artsuk/status/642124351471534080
BBAndersonTerry;2015-09-11 16:56;0;0;"Bla bla bla, what kind of South African are you #angry #getoveryourself http://www.news24.com/SouthAfrica/News/I-used-to-back-the-All-Blacks-Ehrenreich-20150911?isapp=true";;;#angry #getoveryourself;"642486964357345280";https://twitter.com/BBAndersonTerry/status/642486964357345280
j_deely;2015-09-11 16:55;0;0;"My computer is at risk for destruction when I do online homework 👿 #anger";;;#anger;"642486626040549380";https://twitter.com/j_deely/status/642486626040549380
dr_metzner;2015-09-11 16:53;0;0;"What can be done to help a child deal with their anger and aggression? http://bit.ly/1H5saNY #anger #parenting";;;#anger #parenting;"642486216386973696";https://twitter.com/dr_metzner/status/642486216386973696
macdougalz12;2015-09-11 16:49;0;0;"CHECK IT OUT http://ebay.to/1E668IW #Anger Inside Out Small #Figure #sales #InsideOut #ebay #shopping";;;#Anger #Figure #sales #InsideOut #ebay #shopping;"642485197934563328";https://twitter.com/macdougalz12/status/642485197934563328
MichelleRehorka;2015-09-11 16:48;0;0;"STOP THROWING THINGS AT @onedirection LADS!! What is wrong with fans that do that? If you throw shit you don't deserve those seats! #angry";;@onedirection;#angry;"642485011023831040";https://twitter.com/MichelleRehorka/status/642485011023831040
3knock;2015-09-11 16:48;0;0;"Fuk oughta here #shibainu #pissedoff https://instagram.com/p/7gmH55i6-yfupg1WKGCUKSs5Ybc9Wz_Y9AC1Q0/";;;#shibainu #pissedoff;"642484809076469760";https://twitter.com/3knock/status/642484809076469760
Swipe_SXSW_Left;2015-09-11 16:48;0;0;"Roger Clemens: "Everybody kind of perceives me as being angry. It's not anger, it's motivation." #anger";;;#anger;"642484772388868096";https://twitter.com/Swipe_SXSW_Left/status/642484772388868096
JorgeEm1Munoz;2015-09-12 16:54;0;0;"@BaileyRenee017 #Pissed";;@BaileyRenee017;#Pissed;"642848862928007168";https://twitter.com/JorgeEm1Munoz/status/642848862928007168
shelbiii_lynn;2015-09-12 16:54;0;0;"#pissed okay.";Texas, USA;;#pissed;"642848852114956288";https://twitter.com/shelbiii_lynn/status/642848852114956288
quotedojo;2015-09-12 16:54;19;7;"If a small thing has the power to make you angry, does that not indicate something about your size? ~Sydney J. Harris #anger";;;#anger;"642848696137224192";https://twitter.com/quotedojo/status/642848696137224192
macdougalz12;2015-09-12 16:53;0;0;"CHECK IT OUT http://ebay.to/1E668IW #Anger Inside Out Small #Figure #sales #InsideOut #ebay #shopping";;;#Anger #Figure #sales #InsideOut #ebay #shopping;"642848616219082752";https://twitter.com/macdougalz12/status/642848616219082752
Juwita_P_;2015-09-12 16:53;0;0;"#bestfriend #friend #end #bestfriends #sad #mad #instadaily #instamood .. https://instagram.com/p/7jLgl5O3_q/";;;#bestfriend #friend #end #bestfriends #sad #mad #instadaily #instamood;"642848482978611201";https://twitter.com/Juwita_P_/status/642848482978611201
whatsguccimegan;2015-09-12 16:50;1;2;"@redlobster why did our ENDLESS shrimp come to and END ???? #mad @neversome1 @Markmo_28";;@redlobster @neversome1 @Markmo_28;#mad;"642847707145465856";https://twitter.com/whatsguccimegan/status/642847707145465856
LittlexLiar;2015-09-12 16:48;0;0;"#pissed #selfie #notserious #gome hell yeah had a great night .. Sober life til claires birthday… https://instagram.com/p/7jK7moRY2h/";;;#pissed #selfie #notserious #gome;"642847213350199296";https://twitter.com/LittlexLiar/status/642847213350199296
BeninistTweet;2015-09-12 16:48;0;1;"#pissed";;;#pissed;"642847177442787329";https://twitter.com/BeninistTweet/status/642847177442787329
spanishcatlady;2015-09-12 16:47;0;1;"I can't find my glasses #anger";Massachusetts, USA;;#anger;"642847022450511872";https://twitter.com/spanishcatlady/status/642847022450511872
schizoid007;2015-09-13 16:58;0;0;"#pissedoff";;;#pissedoff;"643212096604401665";https://twitter.com/schizoid007/status/643212096604401665
macdougalz12;2015-09-13 16:56;0;0;"CHECK IT OUT http://ebay.to/1E668IW #Anger Inside Out Small #Figure #sales #InsideOut #ebay #shopping";;;#Anger #Figure #sales #InsideOut #ebay #shopping;"643211635633573888";https://twitter.com/macdougalz12/status/643211635633573888
ecuconfess;2015-09-13 16:55;0;0;"#590 #angry Reliving my childhood by playing musical chairs in the e-lab trying to find a computer that doesn't... http://fb.me/7EOxRPPiA";;;#590 #angry;"643211544734629888";https://twitter.com/ecuconfess/status/643211544734629888
_7699300958052;2015-09-13 16:55;0;0;"Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed";;;#anger #righteous #Paradise #Quran #reward #goodDeed;"643211386022031360";https://twitter.com/_7699300958052/status/643211386022031360
skipp845;2015-09-13 16:55;1;0;"Fantasy football teams were a bust! #Pissed";;;#Pissed;"643211385703415812";https://twitter.com/skipp845/status/643211385703415812
SHP_Wellness;2015-09-13 16:54;0;1;"#Anger is expensive, #Love is free by Sandra Beck. Read here: http://ow.ly/OKXh0 #BestParentingAdvice #family";;;#Anger #Love #BestParentingAdvice #family;"643211106169823232";https://twitter.com/SHP_Wellness/status/643211106169823232
Kriggie1;2015-09-13 16:51;1;2;"@kris1179 @Spinitg @HeelinHeels I lose faith in human nature sometimes. Some people like to hate or find fault rather than see the good #Mad";;@kris1179 @Spinitg @HeelinHeels;#Mad;"643210482636226560";https://twitter.com/Kriggie1/status/643210482636226560
yasser_426;2015-09-13 16:50;0;0;"Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed";;;#anger #righteous #Paradise #Quran #reward #goodDeed;"643210090988871680";https://twitter.com/yasser_426/status/643210090988871680
SHP_Spiritual;2015-09-13 16:50;0;0;"#Anger is expensive, #Love is free by Sandra Beck. Read here: http://ow.ly/OKXh0 #BestParentingAdvice #family";;;#Anger #Love #BestParentingAdvice #family;"643210089776726016";https://twitter.com/SHP_Spiritual/status/643210089776726016
msha3r_8lm;2015-09-13 16:50;0;0;"Careless talk on religious #affairs without #knowledge is a great sin-it causes Allah’s #anger . #beCareful";;;#affairs #knowledge #anger #beCareful;"643210089319559168";https://twitter.com/msha3r_8lm/status/643210089319559168
macdougalz12;2015-09-14 16:58;0;0;"CHECK IT OUT http://ebay.to/1E668IW #Anger Inside Out Small #Figure #sales #InsideOut #ebay #shopping";;;#Anger #Figure #sales #InsideOut #ebay #shopping;"643574540719755264";https://twitter.com/macdougalz12/status/643574540719755264
Azimoto7;2015-09-14 16:57;0;0;"If only I had the god dang money! #Pissed https://twitter.com/DisneyMusic/status/639694440056029184";;;#Pissed;"643574383907180544";https://twitter.com/Azimoto7/status/643574383907180544
